"_id","objectid","project_name","address","status","description","image","project_url","project_type","image_alt_text","takedown_date","ward_name","ward_number","globalid","geometry"
42,46,"Dufferin Grove Park North-West Corner Improvements","875 Dufferin Street ","In progress","The City is improving the northwest corner of Dufferin Grove Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/01/9525-DG-NorthWest-View-1024x338.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/dufferin-grove/","Park or Facility Improvements","Artist rendering of the new facilities proposed for the northwest corner of Dufferin Grove Park. Park features include: clubhouse, outdoor ice rinks and basketball court.","None","Davenport","09","91d3c857-64fd-4d3e-b546-95d5f2dbf3e1",c(-79.4336041500754, 43.6570510401038)
43,48,"New Park at 1 Defries Street","1 Defries Street","In progress","A new park is coming to 1 Defries Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-1-defries-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto Centre","13","60fc8e74-ff8a-4a87-944a-1122daf6b66c",c(-79.3562021005496, 43.6602038096574)
44,49,"Lower Don Trail Improvements","None","In progress","The City is improving the Lower Don Trail. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/9062-lower-don-trail-master-plan-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lower-don-trail/","Park or Facility Improvements","Artist illustration shows people walking and cycling on the Lower Don Trail below the Riverdale Pedestrian Bridge, with new sloped path structure connecting the bridge to the trail below.","None","Toronto Centre","13","cfce2a1e-d703-4532-8390-7add5d1b8852",c(-79.3557782696576, 43.6619139002706)
45,50,"Florence Gell Park Playground Improvements ","85 Varsity Road ","In progress","The City is improving the playground at Florence Gell Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/10/8e1d-florence-gell-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/florence-gell-park-playground-improvements/","Playground Improvements","An image of Florence Gell Park Playground taken at ground level which shows the wooden junior and senior play structures (shown in red) in the background. The play area is surrounded by tall mature trees and grass.","None","Parkdale-High Park","04","05e79073-da64-4de0-b4fd-59ae33597a2b",c(-79.4981943706095, 43.6619379299837)
46,51,"Chimney Swift Park ","19 Glen Agar Drive ","In progress","The City is improving Chimney Swift Park . Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-19-glen-agar-drive/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Etobicoke Centre","02","a2910c77-19db-473b-b85c-012b1fee5733",c(-79.5515461703584, 43.6621565095765)
47,52,"Perth Square Park Playground Improvements","350 Perth Avenue","In progress","The City is improving the playground at Perth Square Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/963c-perth-square-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/perth-square-park-playground-improvements/","Playground Improvements","A photograph of Perth Square Park Playground which includes various play equipment on top of sand. Adjacent to the playground is a bench and picnic table. The playground is surrounded by mature trees.","None","Davenport","09","bd158fd8-d040-4671-9d0b-9ced2d1e8aea",c(-79.4522661299652, 43.6641194799912)
48,53,"Mirvish Village Park ","None","In progress","A new park is coming to Mirvish Village. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/wp-content/uploads/2021/03/9699-mirvish-village-park-banner.jpg","New Park","Eye-level perspective rendering of the new park at Mirvish Village, featuring a view looking towards Markham Street Forecourt.","None","University-Rosedale","11","2cbdfa1c-67c2-450e-ae97-d42dde5ead4b",c(-79.4125328096884, 43.6641407303792)
49,54,"New Park at 51 Sussex Avenue","51 Sussex Avenue","In progress","A new park is coming to 51 Sussex Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-51-sussex-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","University-Rosedale","11","51187385-7589-4f20-9320-c01e0e79ab52",c(-79.4031023897603, 43.6643712202639)
50,55,"Dr. Lillian McGregor Park","25 Wellesley St W","In progress","A new park is coming to 25 Wellesley Street West. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/03/8fc5-dr-lillian-mcgregor-park-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/dr-lillian-mcgregor-park/","New Park","Image of the new Dr. Lillian McGregor Park show a central circular gathering space bordered by wooden benches, lawn and planting areas. Three green 'reed' screens are staggered in the background, as well as one white crane sculpture.","None","Toronto Centre","13","8c28fb13-2a1a-44c2-b523-d535bb9e4ffb",c(-79.3860857806106, 43.6644321096298)
51,56,"Huron-Washington Parkette Playground Improvements ","420 Huron Street ","In progress","The City is improving the playground at Huron-Washington Parkette. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/10/9869-huron-washington-park-playground-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/huron-washington-parkette-playground-improvements/","Playground Improvements","An image of the playground taken in 2018 which shows a swing set in the foreground and two blue, yellow and red play structures in the background. The playground is on top of sand and is right beside the University of Toronto Schools (UTS) building.","None","University-Rosedale","11","8a92471c-ccf2-4e55-963d-67230bce3724",c(-79.4014580604427, 43.6660858802822)
52,58,"Wallace Emerson Park, Community Centre & Child Care Centre ","1260 Dufferin Street ","In progress","The City is building a new park and community recreation centre as part of the Reimagine Galleria Master Plan. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/07/8e92-wallace-emerson-park-cc-child-care-rendering-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/wallace-emerson-park-and-community-centre/","New Community Recreation Centre","An artist rendering of the exterior of the Wallace Emerson Community Recreation and Child Care Centre.","None","Davenport","09","dbfe51a5-57d0-4306-9af8-ee5f711926d4",c(-79.4392738602177, 43.667323590025)
53,59,"Norman Jewison Park Improvements ","13 Isabella Street ","In progress","The City is improving Norman Jewison Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/08/8fbe-yonge-street-linear-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/norman-jewison-park-improvements/","Park or Facility Improvements","A wide photograph of Norman Jewison Park, one of the parks along Yonge Street that are being improved.","None","Toronto Centre","13","94071b3f-8d1a-4acc-b30a-b56215c03596",c(-79.3847269402818, 43.6675770200202)
54,60,"George Hislop Park Improvements ","20 Isabella Street ","In progress","The City is improving George Hislop Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/08/8fbe-yonge-street-linear-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/george-hislop-park-improvements/","Park or Facility Improvements","A wide photograph of Norman Jewison Park, one of the parks along Yonge Street that are being improved.","None","Toronto Centre","13","9c1f1426-74f6-4673-b8ca-50c5ba123880",c(-79.3848033903651, 43.6679836702643)
55,61,"Matty Eckler Playground Improvements","953 Gerrard Street East","In progress","The City is improving the playground at Matty Eckler Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/9509-matty-eckler-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/matty-eckler-playground-improvements/","Playground Improvements","A photograph of Matty Eckler Playground taken in the fall. The swing set, teeter totter, and two playground structures (shown in yellow) are in the foreground. A wading pool is in the background.","None","Toronto-Danforth","14","8fa1016e-dd6a-42f1-9617-589b131d51f7",c(-79.3394001999836, 43.6680622599529)
56,62,"St. James Town Open Space Redesign ","None","In progress","A new park is coming to St. James Town. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/st-james-town-open-space-redesign/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto Centre","13","1da6843a-b006-4028-b507-0c38ed294e8f",c(-79.3730556202185, 43.6683784097814)
57,63,"Runnymede Park Improvements","221 Ryding Avenue ","In progress","The City is improving Runnymede Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/runnymede-park-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","York South-Weston","05","43b7534b-042e-4988-8015-9ac8052aa89a",c(-79.4788415904334, 43.668563260367)
58,65,"St. James Town West Park Redesign","589 Sherbourne Street","In progress","The City is improving St. James Town West Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/08/8ee1-st-james-town-west-park-redesign-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/st-james-town-west-park-revitalization/","Park or Facility Improvements","The image shows a view looking into St. James Town West Park from the west entrance on Sherbourne Street. The park's mature trees and pathways are shown.","None","Toronto Centre","13","ff23187c-acb4-4ccb-bb7c-0382f04fc3d4",c(-79.3759343599777, 43.670806590267)
59,66,"New Park at 840 Dupont Street ","840 Dupont Street","In progress","A new park is coming to 840 Dupont Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-840-dupont-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","University-Rosedale","11","e7f5ce1f-6a16-4c88-9261-e81134864cc2",c(-79.4275737094589, 43.6709778602128)
60,67,"Woolner Park Improvements ","735 Jane Street ","In progress","The City is improving Woolner Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/1448/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/woolner-park-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","York South-Weston","05","0aab4a05-def8-4c0e-8577-9fff2c532c01",c(-79.4928354595595, 43.6711604495624)
61,68,"Geary Avenue Parkette Playground Improvements","15 Geary Avenue ","Complete","The City is improving the playground at Geary Avenue Parkette. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/09/96f5-geary-ave-parkette-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/geary-avenue-parkette-playground-improvements/","Playground Improvements","An image of Geary Avenue Parkette Playground taken from the road adjacent to the playground. A black fence encloses the playground, which includes various standalone play elements include two slides, a see-saw, swing sets and benches.","None","Davenport","09","73c95a34-2aad-405b-bc6a-2c29aaec53d3",c(-79.4301442798614, 43.6711868901894)
62,69,"The Green Line ","None","In progress","The Green Line is a proposed new linear park system in an active hydro-electric corridor. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/green-line-implementation-plan/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto-St. Paul's","12","ca38551f-742b-4e41-8bf5-f0361a079526",c(-79.4282437198068, 43.6714363901175)
63,70,"New Park at 60 Howard Street","60 Howard Street ","In progress","A new park is coming to 60 Howard Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-60-howard-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto Centre","13","649c98e0-aa04-4113-875c-ee306816012a",c(-79.3731500795561, 43.6715589998882)
64,71,"New Park at 6 Lloyd Avenue","6 Lloyd Avenue ","In progress","A new park is coming to 6 Lloyd Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-6-lloyd-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","York South-Weston","05","5d6ed245-9ad3-4272-894e-43d53a5a5c4b",c(-79.4654616997808, 43.6717937698869)
65,72,"Ivan Forrest Gardens Streetscape Improvements","131 Glen Manor Drive ","In progress","The City is improving the Ivan Forrest Gardens streetscape. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/07/9052-ivan-forrest-gardens-streetscape-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/ivan-forrest-gardens-streetscape-improvements/","Park or Facility Improvements","A sidewalk running along Ivan Forrest Gardens, with a few benches and trees.","None","Beaches-East York","19","2d9274b1-ecd0-4d29-8dc4-26313bc5a481",c(-79.2926867597218, 43.6721839603788)
66,73,"Earlscourt Park Pathway Improvements ","1200 Landsdowne Avenue ","In progress","The City is improving the pathways at Earlscourt Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/earlscourt-park-pathway-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Davenport","09","6b01a967-b24e-4903-a8d8-bbf1d0bf08b9",c(-79.4519276702452, 43.6730896796286)
67,74,"Earlscourt Park Splash Pad Project ","1200 Landsdowne Avenue ","Complete","The City is building a splash pad at Earlscourt Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/03/8ccc-earlscourt-park-splash-pad-improvements-after-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/earlscourt-park-splash-pad-project/","Park or Facility Improvements","A photograph of the new splash pad in Earlscourt Park taken on a fall day. The water play components are shown in green, yellow and blue. Three all blue shade structures surround the splash pad area providing shade and shelter.","None","Davenport","09","2831404e-0866-4a8c-9c5f-0f8dbe173577",c(-79.4511883798478, 43.6741883301397)
68,75,"Warrender Park Playground Improvements","63 Warrender Avenue","In progress","The City is improving the playground at Warrender Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/96e2-warrender-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/warrender-park-playground-improvements/","Playground Improvements","A photograph of Warrender Park, with the playground in the foreground. The playground includes a domed climbing structure and a blue swingset. Grass surrounds the playground.","None","Etobicoke Centre","02","0fa69f81-ad95-4ce0-a23a-8c8ef80d05ff",c(-79.5545283094973, 43.6750016002104)
69,76,"S.A.D.R.A. Park Expansion","455 Old Weston Rd","In progress","The City is improving S.A.D.R.A. Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/sadra-park/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Davenport","09","e78f0b09-b22b-435f-99e5-d311356aac8e",c(-79.4633759201896, 43.6757648801078)
70,77,"S.A.D.R.A. Park Playground Improvements","455 Old Weston Road","In progress","The City is improving the playground at S.A.D.R.A. Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/8e8e-sadra-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/s-a-d-r-a-park-playground-improvements/","Playground Improvements","A photograph of S.A.D.R.A Park with a combined junior and senior play structure in the foreground and a swing set and climbing structure in the background. The play features are on top of sand.","None","Davenport","09","61f0e2f5-faf4-4ec5-a57a-b22631014748",c(-79.4633759201896, 43.6757648801078)
71,78,"New Park at Macpherson Avenue ","None","In progress","A new park is coming to Macpherson Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/02/8c38-macpherson-ave-park-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/macpherson-avenue-park/","New Park","A computer rendering of people enjoying the park. Some people are running and some are sitting or walking. They are wearing masks over their lower faces.","None","Toronto-St. Paul's","12","7316ec63-a66c-4e6b-a9a1-a0b2f7a4b756",c(-79.4032724495014, 43.676596139676)
72,79,"Eden Valley Park Playground Improvements","6 Eden Valley Drive ","In progress","The City is improving the playground at Eden Valley Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/870a-eden-valley-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/eden-valley-park-playground-improvements/","Playground Improvements","An photograph of Eden Valley Park Playground which includes a medium sized slide, swing set and spring toys on top of sand and grass.","None","Etobicoke Centre","02","496944bb-7edb-4627-b6de-1e34e9f0c973",c(-79.5340985405078, 43.6784752503428)
73,80,"Robertson Davies Park Improvements","275 Avenue Road ","In progress","The City is improving Queens Avenue Parkette. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/01/95b3-robertson-davies-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/robertson-davies-park-improvements/","Park or Facility Improvements","A photo of the park sign, with trees lining a path in the page ground.","None","Toronto-St. Paul's","12","030fa757-ff67-4fb3-b7c7-9dd54cac7d31",c(-79.3978859496105, 43.6787386700695)
74,81,"Oakwood-St Clair Parkland Study","None","In progress","The City is studying the parks and outdoor spaces in Oakwood Avenue and St. Clair Avenue West neighbourhood to identify opportunities for improvement.","https://www.toronto.ca/wp-content/uploads/2021/02/8b9e-oakwood-st-clair-parkland-study-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/parks-facility-plans-strategies/oakwood-st-clair-parkland-study/","Master Plan or Study","St. Clair Av W street sign against a clear blue sky.","None","Davenport","09","e7c4d49d-3d80-488b-8875-496cab796906",c(-79.4364290499248, 43.6795219900284)
75,82,"Wychwood Barns Park Playground Improvements","76 Wychwood Avenue","In progress","The City is improving the playground at Wychwood Barns. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/90e8-wychwood-barns-park-playground-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/wychwood-barns-park-playground-improvements/","Playground Improvements","A photograph of the playground in Wychwood Barns Park, which shows a see-saw and various standalone playground equipment in the foreground and a junior play structure and swing set in the background. Trees and shrubs surround the playground and the playground equipment is on sand.","None","Toronto-St. Paul's","12","9e834435-e0b8-4559-a3eb-44e2b1924170",c(-79.4229276898794, 43.6798890996564)
76,83,"New Park at 177 Caledonia Road","177 Caledonia Road ","In progress","A new park is coming to 177 Caledonia Road. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-177-caledonia-road/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Davenport","09","90672441-ecba-4237-8ae8-519e829d16a0",c(-79.4566628494721, 43.6808902297659)
77,84,"Silver Creek Park Improvements ","44 Strathdee Drive ","In progress","The City is improving Silver Creek Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/09/970b-silver-creek-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/silver-creek-park-improvements/","Park or Facility Improvements","A photograph of Silver Creek Park taken on a sunny day. The park features mature trees throughout an open lawn area.","None","Etobicoke Centre","02","ad0d9b31-16ad-46bb-a259-c0b75a1a019d",c(-79.5451904093855, 43.6818422295636)
78,85,"Norwood Park Playground Improvements","16 Norwood Road ","In progress","The City is improving the playground at Norwood Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/10/8fa6-norwood-park-playground-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/norwood-park-playground-improvements/","Playground Improvements","A photo of the playground at Norwood Park. It includes climbing equipment and slides.","None","Beaches-East York","19","bcec3a5d-a4a9-4255-96f1-89335390ff28",c(-79.3027431603005, 43.6824044301854)
79,86,"Review of City Golf Course Operations","1000 Jane St","In progress","The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.","https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/","Master Plan or Study","An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.","None","York South-Weston","05","dbce37ed-83bc-4f87-8fae-f758d07435b1",c(-79.5032401797363, 43.6827181701469)
80,87,"New Park at 4000 Eglinton Avenue West ","4000 Eglinton Avenue West ","In progress","A new park is coming to 4000 Eglinton Avenue West. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-4000-eglinton-avenue-west/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Etobicoke Centre","02","a2fdda96-1fda-41aa-afec-3e17de6b37d2",c(-79.5228021197847, 43.6836076797962)
81,88,"Blantyre Park Improvements","180 Fallingbrook Rd","In progress","The City is improving Blantyre Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/06/977c-blantyre-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/blantyre-park-improvements/","Park or Facility Improvements","The outdoor pool at Blantyre Park on a sunny day. There is a large amount of people in the pool swimming. The pool is fenced in.","None","Scarborough Southwest","20","449063bc-448d-4464-bb23-6bd2cbd078b4",c(-79.2801324104923, 43.6837547200592)
82,89,"Governor's Bridge Lookout Revitalization","550 Bayview Ave","In progress","The City is improving the Beltline Trail. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/01/8edd-governors-bridge-lookout-concept-rendering-city-view.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/governors-bridge-lookout-revitalization/","Park or Facility Improvements","Artist rendering of the proposed lookout showing a view of the downtown skyline and the Don Valley Brick Works park below.","None","University-Rosedale","11","3fed032b-cf99-4d14-b785-cc4b5145f3ba",c(-79.3656311999022, 43.6837919503871)
83,90,"New Park at 261 Nairn Avenue ","261 Nairn Avenue","In progress","A new park is coming to 261 Nairn Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/08/8d55-new-park-261-nairn-ave-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-261-nairn-avenue/","New Park","A photograph of the location for the new park at 261 Nairn Avenue on a sunny day. The image shows an open area with grass and three park benches on a concrete pad with residential homes surrounding the area.","None","Davenport","09","ceb187ad-0555-472a-8404-e78285048f59",c(-79.4513572303883, 43.6841141600784)
84,91,"New Park at 1528-1530 Bathurst St","1528-1530 Bathurst St","In progress","A new park is coming to 1528-1530 Bathurst Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-parks-near-bathurst-and-st-clair/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto-St. Paul's","12","99c583c2-088a-4d94-8c30-100e108712d9",c(-79.4193984899373, 43.6852361704137)
85,92,"New Park at 44 Jacks Avenue","44 Jackes Avenue ","In progress","A new park is coming to 44 Jacks Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/09/8775-44-jackes-avenue-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-44-jackes-avenue/","New Park","Image shows the new park dedication site, with the residential apartment building in 44 Jackes pictured in the background.","None","Toronto-St. Paul's","12","ff0b3a82-755c-4328-89b8-df108cfe1e18",c(-79.3911777902752, 43.6857943898356)
86,93,"New Park at 411 Victoria Park ","411 Victoria Park ","In progress","A new park is coming to 411 Victoria Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/04/9477-new-park-411-victoria-park-ave-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-411-victoria-park-avenue/","New Park","An aerial rendering of the new park at Victoria Park Avenue, looking south towards Gerrard Street East. Shade trees, the open lawn areas, pathways and playground areas can be seen.","None","Scarborough Southwest","20","0b47fdbc-911a-424f-892d-5b88571e163e",c(-79.2827720898787, 43.688685189902)
87,94,"Coronation Park York Playground Enhancement ","2700 Eglinton Avenue West ","Complete","The City is improving the playground at Coronation Park York. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/11/9663-coronation-park-playground-enhancement.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/coronation-park-playground-enhancement/","Playground Improvements","The climbing and playground equipment at Coronation Park, with slide.","None","York South-Weston","05","a7f71b1b-8229-4f82-9058-1d0973c040db",c(-79.4784156298547, 43.6898928299926)
88,95,"Lucy Tot Lot Playground Improvements ","2 Sneath Avenue ","In progress","The City is improving the playground at Lucy Tot Lot. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/12/8cda-lucy-tot-lot-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lucy-tot-lot-playground-improvements/","Playground Improvements","None","None","Scarborough Southwest","20","cf198b3c-5a67-4089-8cf7-bbb178e1077f",c(-79.2855878094331, 43.6908393498634)
89,96,"Dieppe Park Improvements ","455 Cosburn Avenue ","In progress","The City is improving Dieppe Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/10/963b-dieppe-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/dieppe-park-improvements/","Park or Facility Improvements","The soccer field at Dieppe Park on a sunny day.","None","Toronto-Danforth","14","70e4c041-0d1c-47ba-928a-3f36b0f739da",c(-79.3354913605819, 43.6919880403807)
90,97,"Moorevale Park Revitalization","175 Moore Ave","In progress","The City is improving Moorevale Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/168/3.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/moorevale-park-revitalization/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","University-Rosedale","11","a4aa0bf9-2159-4fc7-9534-9ffff0c9e160",c(-79.3822416697957, 43.6936088899742)
