"_id","objectid","project_name","address","status","description","image","project_url","project_type","image_alt_text","takedown_date","ward_name","ward_number","globalid","geometry"
91,99,"Beltline Trail at Moore Avenue Improvements","205 Moore Avenue","Complete","The City is improving Beltline Trail. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/07/8ebe-beltline-trail-moore-avenue-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/beltline-trail-at-moore-avenue-improvements/","Park or Facility Improvements","A picture of the trail as it is in July 2020. Fencing in disrepair line a gravel path.","None","Don Valley West","15","861f6032-d0b4-4cba-a2f1-6c7910490e21",c(-79.3803746997769, 43.6947255798909)
92,100,"Scarborough Gardens Arena Improvements ","75 Birchmount Road ","In progress","The City is improving Scarborough Gardens Arena. Learn more about the project.","https://www.toronto.ca/wp-content/uploads/2022/05/95cb-scarborough-gardens-arena-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/scarborough-gardens-arena-improvements/","Park or Facility Improvements","A photograph of the exterior of Scarborough Gardens Arena which shows the arena entrance and adjacent parking lot. The building exterior is predominantly grey, with colourful accents in green and red.","None","Scarborough Southwest","20","c1d749d3-a003-4e04-a48c-7302c783dd5f",c(-79.262008870371, 43.694810629563)
93,102,"Stan Wadlow Park Playground Improvements","888 Cosburn Avenue","In progress","The City is improving the playground at Stan Wadlow Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/97ae-stan-wadlow-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/stan-wadlow-playground-improvements/","Playground Improvements","A photograph of Stan Wadlow Park Playground which shows the junior play structure in the foreground, in blue and yellow, with red accents. The playground is on top of sand, with a circular concrete path around the playground area. The ball diamond is seen in the background.","None","Beaches-East York","19","bf381ff8-9f98-48c1-a27a-feb05fdb2086",c(-79.3152934303158, 43.6974313796099)
94,103,"Review of City Golf Course Operations","781 Victoria Park Ave","In progress","The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.","https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/","Master Plan or Study","An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.","None","Scarborough Southwest","20","567dd86c-2dba-4bd5-8bbb-dae40332702e",c(-79.2890595600364, 43.6981227997198)
95,104,"Leyton Tot Lot Playground Improvements","100 Prairie Drive","In progress","The City is improving the playground at Leyton Tot Lot. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/9671-leyton-tot-lot-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/leyton-tot-lot-playground-improvements/","Playground Improvements","A photograph of Leyton Tot Lot playground with a straight slide in the foreground and swing set with four belt swings in the background. The play equipment sits on top of sand.","None","Scarborough Southwest","20","29b25bb8-bf14-45c8-acf0-9c546563ad7a",c(-79.2804862894052, 43.6983838401793)
96,105,"Davisville Community & Aquatic Centre","50 Davisville Ave","In progress","The City is building a new community recreation centre in Davisville. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/12/92b3-davisville-community-aquatic-centre-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/davisville-aquatic-community-recreation-centre/","New Community Recreation Centre","A rendering of the new Davisville Community and Aquatic Centre from Davisville Ave looking north-west. The building is three storey with an active roof.","None","Toronto-St. Paul's","12","f09b1f2f-e1ff-459f-8ea3-f3a5318da610",c(-79.3947881105357, 43.6989700401153)
97,106,"Byng Park Playground Improvements ","299 Pharmacy Avenue ","In progress","The City is improving the playground at Byng Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/06/8ea6-byng-park-playground-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/byng-park-playground-improvements/","Playground Improvements","The playground in Byng Park on a sunny day which includes two separate play structures shown in red and blue on top of sand and surrounded by mature trees and grass.","None","Scarborough Southwest","20","3a8b5e11-e2f4-4760-8afd-bb74f19e1448",c(-79.2849603404463, 43.7012975198577)
98,107,"York Beltline Trail Expansion ","125 Marlee Ave","In progress","The City is expanding the York Beltline Trail. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/06/98f3-york-beltline-trail-extension-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/york-beltline-trail-extension/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Eglinton-Lawrence","08","8457e10e-044f-4486-863c-6f30f5488656",c(-79.4405012103261, 43.7017659500107)
99,108,"Leaside Memorial Gardens Arena Improvements","1073 Millwood Road","In progress","The City is improving Leaside Memorial Gardens Arena. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/leaside-memorial-gardens-arena-improvements/","Park or Facility Improvements","None","None","Don Valley West","15","72682387-a540-4874-b91f-71f1ccf9735c",c(-79.3608091594632, 43.7018789797024)
100,109,"R.V. Burgess Park Playground and Park Improvements ","46 Thorncliffe Park Drive ","In progress","The City is improving the playground and more at R.V. Burgess Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/r-v-burgess-park-playground-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley West","15","4f8d69fc-8c7a-4af4-abd9-a02434692aa9",c(-79.3427650199505, 43.7027952396)
101,110,"Hillsdale Avenue Park Expansion & Redesign ","32 Hillsdale Ave E","In progress","The City is improving Hillsdale Avenue Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-art-shoppe-park/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Toronto-St. Paul's","12","35471414-f177-46cd-8b05-9ab7fb664e0e",c(-79.396681800192, 43.7038383795981)
102,111,"Upwood Greenbelt Park Playground Improvements","44 Marshlynn Avenue ","Complete","The City is improving the playground at Upwood Greenbelt Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/03/9788-upwood-greenbelt-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/upwood-greenbelt-park-playground-improvements/","Playground Improvements","An image of the Upwood Greenbelt Park playground on a sunny day. The play structure sits on top of sand play surfacing and includes a senior play structure and swing set. A small concrete path forms a loop around the playground, with park bench, picnic table and garbage/recycling bins on the perimeter.","None","York South-Weston","05","0ffd8a75-5234-41d0-a5d7-0fb6522bcd3b",c(-79.5009005600227, 43.7050602401202)
103,112,"Trace Manes Park: Georgia Walsh Memorial Playground","110 Rumsey Rd","In progress","The City has completed the Georgia Walsh Memorial Playground at Trace Manes Park.","https://www.toronto.ca/wp-content/uploads/2022/02/955e-trace-manes-park-improvements-after-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/trace-manes-park-georgia-walsh-memorial-playground/","Park or Facility Improvements","New playground at Trace Manes Park. Image shows large climbing structure in the background, with the new sand play area in the foreground.","None","Don Valley West","15","5fc638be-729b-4f82-921a-723d97538806",c(-79.3671761795682, 43.7057342701885)
104,114,"Benner Park Playground Improvements","25 Benner Avenue","In progress","The City is improving the playground at Benner Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/9456-benner-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/benner-park-playground-improvements/","Playground Improvements","A photo of Benner Park's playground. It includes a climbing structure and swings, both made from wood. The area is surrounded by mature trees.","None","Eglinton-Lawrence","08","c545b44b-e55c-4bb9-9cd6-f139798b154f",c(-79.4400543495313, 43.706245479736)
105,115,"New Park at 114 Church Street","114 Church Street","In progress","A new park is coming to 114 Church Street. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-114-church-street/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","York South-Weston","05","afc6ef99-256e-4fd9-b179-794c8c853abc",c(-79.5161335005056, 43.7070657095576)
106,116,"Ready, Set, Midtown: Parks & Public Realm","None","In progress","The Midtown Parks and Public Realm Plan sets out a comprehensive vision for an expanded, connected and improved parks and public realm system across Midtown.","https://www.toronto.ca/wp-content/uploads/2020/09/96a8-CityPlanning-MidtownZoningReview-Implementation-Banner.png","https://www.toronto.ca/city-government/planning-development/planning-studies-initiatives/ready-set-midtown/ready-set-midtown-parks-public-realm/","Master Plan or Study","Rendering of Midtown street with tree lined sidewalks, buildings, and pedestrians walking","None","Toronto-St. Paul's","12","1184db24-830d-4fa6-9f3e-f77708aecb28",c(-79.3905095798454, 43.7072971699627)
107,117,"Topham Park Improvements ","181 Westview Boulevard ","In progress","The City is improving Topham Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/topham-park-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Beaches-East York","19","c54fc758-686e-45b8-9f49-f3cd6362de62",c(-79.3067457304357, 43.7104468397152)
108,118,"New Park at 100 Broadway Avenue ","100 Broadway Avenue ","In progress","A new park is coming to 100 Broadway Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-100-broadway-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley West","15","d5a1522a-fadb-4645-b77a-199653194848",c(-79.393658700248, 43.7108910103805)
109,119,"New Parkette at 174-180 Broadway Avenue","174-180 Broadway Avenue ","In progress","A new park is coming to 174-180 Broadway Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-parkette-at-174-180-broadway-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley West","15","e175fb66-6009-4e79-b308-9f6fb64b930b",c(-79.3905497700966, 43.7114570098455)
110,120,"Redpath Avenue Parkette Improvements","130 Erskine Avenue","In progress","The City is improving Redpath Avenue Parkette. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/04/8f39-redpath-ave-parkette-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/redpath-avenue-parkette-improvements/","Park or Facility Improvements","A photograph of Redpath Avenue Parkette, which focuses on the centre of the parkette, which includes a concrete pathway leading to the nearby street, four park benches, and various planting beds/planters.","None","Don Valley West","15","521a2f13-b63d-4ffd-9bd5-1af48da51177",c(-79.3942623796564, 43.7123468103728)
111,121,"Dunlop Park Playground Improvements ","19 Dunlop Avenue ","In progress","The City is improving the playground at Dunlop Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/10/9680-dunlop-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/dunlop-park-playground-improvements/","Playground Improvements","An image of Dunlop Park Playground that focuses on the existing junior play structure which includes a small double straight slide, small curved slide and play panels above sand surfacing.","None","Scarborough Southwest","20","3a410994-9648-4fbd-9ab4-7d90a085ad69",c(-79.2674323699486, 43.7130190902556)
112,122,"New Park at 939 Eglinton Avenue ","939 Eglinton Avenue East","In progress","A new park is coming to 939 Eglinton Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/09/95ce-new-park-939-eglinton-ave-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-939-eglinton-avenue/","New Park","An artist illustration of the new park at 939 Eglinton Avenue taken from ariel view. The park will be square in shape and located at the corner of Brentcliffe Road and an east-west driveway. The image shows the park on a summer day with people participating in various activities from social gatherings on the open lawn area, walking along pathways and children playing in the active play area at the north-west corner of the park.","None","Don Valley West","15","a0b53e8b-49e6-4877-aa86-5fce8da93ea4",c(-79.3603877796715, 43.7135135303847)
113,124,"Pelmo Park Splash Pad Improvements ","171 Pellatt Ave","In progress","The City is improving the splash pad at Pelmo Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/11/90fc-pelmo-park-splash-pad-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/pelmo-park-splash-pad-improvements/","Park or Facility Improvements","An image of the existing splash pad in Pelmo Park, which is surrounded by grass, trees and various pathways. The splash bad is concrete and small in size.","None","York South-Weston","05","76481b4a-ea5e-4a0b-897f-6bde330ea18a",c(-79.5195170194468, 43.7142729702838)
114,126,"Maple Leaf Park Splash Pad ","320 Culford Rd","In progress","The City is building a splash pad at Maple Leaf Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/11/9861-maple-leaf-park-splash-pad-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/maple-leaf-park-splash-pad/","Park or Facility Improvements","An image of the playground in Maple Leaf Park on a sunny day. The playground is surrounded by mature trees and open lawn space. The new splash pad will be located near the playground.","None","York South-Weston","05","81a77b52-3035-4d89-934e-f27d850efc3f",c(-79.4914734705914, 43.7163140396292)
115,127,"New Park at Leslie & Eglinton Development ","1087 Leslie Street ","In progress","A new park is coming to Leslie & Eglinton. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/01/967c-new-park-leslie-eglington-development-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-leslie-eglinton-development/","New Park","A simple, bird's eye view rendering of the new park.","None","Don Valley East","16","659a9836-fc0d-41f6-a050-897f5bfd2756",c(-79.3480292696627, 43.7191986302354)
116,128,"Crosstown Park South","None","In progress","A new park is coming to the Crosstown-Eglinton mixed-use community development. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/01/9449-crosstown-park-south-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/crosstown-park-south/","New Park","A rendering of a concept plan of Crosstown Park South.","None","Don Valley East","16","75accdb5-9422-4b93-9121-84473bed71a5",c(-79.3431942895341, 43.7199436503045)
117,129,"Lawrence Heights Community Recreation & Child Care Centre","None","In progress","The City is building a new community recreation centre in the Lawrence Heights neighbourhood. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/05/8e6a-lawrence-heights-crc-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lawrence-heights-community-recreation-centre/","New Community Recreation Centre","Image of the current Lawrence Heights Community Centre showcasing the community mural project ""Deep Roots, Limitless Heights"". The mural includes a timeline of the deep history of the community and a collage of images including plant roots, soaring birds, open hands, and a growing cityscape.","None","Eglinton-Lawrence","08","a66066c3-f923-4490-bd3e-4357ccf74a88",c(-79.4448844094978, 43.7209364602067)
118,130,"Don Mills Community Recreation Centre ","844 Don Mills Road ","In progress","The City is building a new community recreation centre in Don Mills. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/don-mills-community-recreation-centre/","New Community Recreation Centre","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley East","16","924c9450-0290-4186-bbdc-fe7ee1954af2",c(-79.3416726703151, 43.7226466703083)
119,131,"Lawrence Heights Triangular Park","65 Green Gardens Blvd","In progress","A new park is coming to Lawrence Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/lawrence-heights-triangular-park/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Eglinton-Lawrence","08","28f47077-d5a1-4505-a2b0-4ddde1a1d2aa",c(-79.4422175897604, 43.723434459789)
120,132,"New Park at Glengarry Avenue ","250 Lawrence Avenue ","In progress","A new park is coming to Glengarry Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/03/8776-new-park-glengarry-ave-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-glengarry-avenue/","New Park","Aerial rendering showing the new park at Glengarry Avenue, looking north towards Glengarry. Featured in the image are shade trees, a shade structure, children's elevated play area, and bike parking.","None","Eglinton-Lawrence","08","1ce43467-3c6e-468a-bdb3-286252448667",c(-79.4136863595075, 43.723442889575)
121,134,"Greystone Park Playground Enhancement","845 Danforth Road ","Complete","The City is improving the playground at Greystone Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/03/9765-greystone-park-playground-enhancement-banner-after.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/greystone-park-playground-enhancement/","Playground Improvements","A photograph of the new junior and senior play structure in Greystone Park playground taken after construction completed in July. The play equipment is blue, orange and yellow with new benches and armours tone seating wall.","None","Scarborough Southwest","20","e3190ad0-23b4-419d-a0f3-270190fddd76",c(-79.2527719901673, 43.7264136798962)
122,135,"Review of City Golf Course Operations","40 Beattie Ave","In progress","The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.","https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/","Master Plan or Study","An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.","None","Etobicoke North","01","bb99fd7e-92dc-4682-b090-6f74ab6863b7",c(-79.5433801994623, 43.7265188097873)
123,136,"Western North York Community Centre","60 Starview Ln","In progress","The City is designing a new community recreation centre at 60 Starview Lane. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/11/9888-western-north-york-cc-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/western-north-york-community-centre/","New Community Recreation Centre","Artist rendering of the exterior south entrance of the new Western North York Community Centre, with an outdoor public space to the right side. This is the artist rendition of the building and may not reflect the final building elevation.","None","Humber River-Black Creek","07","d84e5331-0a17-47d3-88f1-c85b37347182",c(-79.5342911906192, 43.7271517896461)
124,137,"Ledbury Park Building Improvements","160 Ledbury Street ","In progress","The City is improving the park building in Ledbury Park. Learn more about the project.","https://www.toronto.ca/wp-content/uploads/2022/06/9716-ledbury-park-building-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/ledbury-park-building-improvements/","Park or Facility Improvements","The exterior of the Ledbury Building in winter time. It is enclosed with fencing. The bridge is off to the right side of the image.","None","Eglinton-Lawrence","08","9ec7c2e9-dbc9-4034-9039-0395ca64dc0b",c(-79.4244553900357, 43.7279308299581)
125,138,"New Park at 100 Ranleigh","100 Ranleigh Ave","In progress","A new park is coming to 100 Ranleigh. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/3583/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-100-ranleigh/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley West","15","5a6dee5d-0d22-47d3-b045-916410f7ed03",c(-79.4001141600647, 43.7286466898863)
126,139,"Baycrest Park ","160 Neptune Dr","In progress","The City is improving Baycrest Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/baycrest-park-revitalization/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Eglinton-Lawrence","08","035053e2-f264-494f-b77f-9234fb6d7f7b",c(-79.4431320205668, 43.728919429674)
127,140,"Exbury Park Playground Improvements","128 Exbury Road ","In progress","The City is improving the playground at Exbury Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/1893/1.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/exbury-park-playground-improvements/","Playground Improvements","Illustration of children at a playground with the Toronto skyline in the background.","None","York Centre","06","4728da07-a83b-43fb-8c47-6970b8fb73ed",c(-79.5040328602621, 43.7305779995831)
128,141,"Humberline Park Playground Improvements","32 Humberline Drive","In progress","The City is improving the playground at Humberline Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/06/871e-humberline-park-playground-improvements-banner-after.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/humberline-park-playground-improvements/","Playground Improvements","Bench on a paved pathway surrounds the playground at Humberline Park","None","Etobicoke North","01","c18003d1-2471-47eb-bf6e-728316535bed",c(-79.6159616994532, 43.7315826096484)
129,142,"Tippett Park ","21 Monte Kwinter Court","In progress","A new park is coming to 21 Monte Kwinter Court. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2020/10/9721-tippett-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/tippett-park/","New Park","The new Tippett Park masterplan includes a children's play area, a water play zone with concreate seating, an active play open lawn area with Muskoka chairs, and outdoor fitness area and wood bench inserts throughout. The park site boundaries is indicated with red hash marks.","None","York Centre","06","5121ef0e-e94b-4134-a5f5-0cc49cfedb73",c(-79.4477540001258, 43.7332296700504)
130,143,"New Park at Wilson Avenue and Faywood Boulevard","470 Wilson Avenue","In progress","A new park is coming to 470 Wilson Avenue. Learn more about the project and how you can get involved.","https://www.toronto.ca/data/parks/img/pdcp/00_park.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/new-parks-facilities/new-park-at-470-wilson-avenue/","New Park","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","York Centre","06","8f9eb5df-1165-4cf0-bc2f-9b45d6a0d522",c(-79.4445425199247, 43.7355878897739)
131,145,"Mallow Park Improvements ","8 Mallow Road ","Complete","The City is improving Mallow Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/02/9330-mallow-park-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/mallow-park-improvements/","Park or Facility Improvements","Illustration of a diverse group of people enjoying a park with the Toronto skyline in the background.","None","Don Valley East","16","23b5101e-b09a-4c13-b671-be06f9d5fe74",c(-79.342609560601, 43.7413626099069)
132,146,"St. Lucie Park Playground Improvements","3300 Weston Road","In progress","The City is improving the playground at St. Lucie Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/03/9659-st-lucie-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/st-lucie-park-playground-improvements/","Playground Improvements","A photograph of St. Lucie Park Playground, which shows a park bench in the foreground, facing the playground, and the playground in the background. The playground includes various play structures on top of sand. Grass and trees surround the playground.","None","Humber River-Black Creek","07","7cf67885-532d-4ce0-a4cd-4f62f9724dee",c(-79.5406402495982, 43.7425937502537)
133,148,"Broadlands Park Tennis Court Rehabilitation","19 Castlegrove Boulevard","In progress","The City is improving the tennis courts at Broadlands Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/09/957a-broadlands-park-tennis-court-improvements-banner-after.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/broadlands-park-tennis-court-improvements/","Park or Facility Improvements","A photograph of the improved tennis courts in Broadlands park, taken on a sunny day.","None","Don Valley East","16","38413660-5696-4702-989a-f258a88e2f1d",c(-79.3227615798186, 43.7456800201338)
134,149,"Lanyard Park Playground Improvements","138 Lanyard Road ","In progress","The City is improving the playground at Lanyard Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/8ce5-lanyard-park-playground-improvements-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/lanyard-park-playground-improvements/","Playground Improvements","A photograph of Lanyard Park Playground which features a small play structure with multiple slides and climbing opportunities.","None","Humber River-Black Creek","07","cc9a536a-e45e-4032-a086-9cbf9b6da88e",c(-79.5494300195863, 43.7475858295854)
135,150,"Longwood Park Playground Improvement","38 Longwood Drive ","In progress","The City is improving the playground at Longwood Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/07/9653-longwood-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/longwood-park-playground-improvements/","Playground Improvements","A photograph of Longwood Park Playground on a sunny day. The image focuses on the hand glider structure with platforms. Other features in the distance include a wood climbing structure, the swing set, see-saw and park bench. The playground is surrounded my grass and mature trees.","None","Don Valley West","15","64c6ec58-e909-454d-b7c7-10a11e2d888a",c(-79.3624870694091, 43.7480381304365)
136,152,"Review of City Golf Course Operations","4200 Yonge St","In progress","The City conducted an operational review of our five City-operated golf course locations to better understand how to maximize golf and non-golf experiences.","https://www.toronto.ca/wp-content/uploads/2021/05/8e79-review-city-golf-course-operations-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/review-of-city-golf-course-operations/","Master Plan or Study","An image of a golf course surrounded by tall mature trees with a bridge in the background. Two red golf balls sit on top of tees in the lawn.","None","Eglinton-Lawrence","08","bb5bf87b-7fe6-4b85-86ce-e523029b105a",c(-79.4113989294961, 43.7489082302498)
137,153,"Cedargrove Park Playground Improvements","100 Farmbrook Road","Complete","The City is improving the playground at Cedargrove Park. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2022/01/8540-cedargrove-park-playground-improvements-banner.jpg","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/cedargrove-park-playground-improvements/","Playground Improvements","A photograph of Cedargrove Park Playground. The spiral slide and monkey bars are in the foreground, with a swing set in the background. The play equipment is on top of sand and the playground is surrounded by mature trees and open lawn.","None","Scarborough-Guildwood","24","b4536454-b7ab-4a24-b448-e422421a55ce",c(-79.2302090505455, 43.749452230351)
138,154,"Guildwood Village Pollinator Habitat","219 Livingston Road ","Complete","The City is creating a pollinator habitat in Guildwood Village. Learn more about the project and how you can get involved.","https://www.toronto.ca/wp-content/uploads/2021/08/8ec6-guildwood-village-park-pollinator-habitat-banner.png","https://www.toronto.ca/city-government/planning-development/construction-new-facilities/improvements-expansion-redevelopment/guildwood-village-park-pollinator-habitat/","Park or Facility Improvements","An artist's rendering of the proposed pollinator habitat in Guildwood Village Park, looking west. The image shows the garden in the distance, with three pathway connections in the foreground with pedestrians walking.","None","Scarborough-Guildwood","24","45cbcd6a-7215-4e70-bbcd-3db0a75e82d0",c(-79.1997743199143, 43.7503712301777)
